signal_date,ticker,rank,mom12_1,latest_price,sma_200,annualized_vol_63d,high_vol_threshold,above_sma,high_volatility,strategy_signal,conservative_entry_signal,strategy_equal_weight,conservative_equal_weight,reason
2026-06-23,MS,14,0.5122845562567244,226.02999877929688,174.92521293640138,0.2723577337425018,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,JNJ,15,0.5120138594873649,239.0800018310547,214.2386530303955,0.19934289215760842,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,GS,16,0.47172680943844925,1094.43994140625,872.9134875488281,0.31739926529750434,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,LLY,17,0.4275483898336758,1107.0799560546875,967.1331671142578,0.3601586078091891,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,XOM,18,0.390448371067484,139.72999572753906,133.32501365661622,0.31819039335980176,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,TSLA,19,0.37187560133779307,381.6099853515625,417.5339501953125,0.45301597419507506,0.4398899758752129,False,True,False,False,0.0,0.0,outside_top_10
2026-06-23,NVDA,20,0.3366357967173168,200.0399932861328,190.01871849060058,0.4145372914975426,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,CVX,21,0.3276201005721411,175.97999572753906,169.32498443603515,0.2713773604961247,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,GE,22,0.26451554152573564,356.4700012207031,305.7575634765625,0.4139093248983751,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,RTX,23,0.24998850781548176,186.38999938964844,181.50220504760742,0.28547832327940387,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,UNH,24,0.24459970994354863,409.25,330.33273529052735,0.32636706623892414,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,AMZN,25,0.2336023310149442,234.11000061035156,232.82980010986327,0.3235509878665644,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,TMO,26,0.21790195132095813,469.3500061035156,524.594261932373,0.3584785426447461,0.4398899758752129,False,False,False,False,0.0,0.0,outside_top_10
2026-06-23,ABBV,27,0.21114602517666392,234.75999450683594,218.32873847961426,0.2706902600309146,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,WMT,28,0.19367723961257144,119.41999816894531,116.22908653259277,0.26912488485426606,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,KO,29,0.14100955771650514,80.30999755859375,72.88803359985351,0.19506225518207498,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,BAC,30,0.10844245633864813,57.90999984741211,51.78227024078369,0.21407937560141693,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,LIN,31,0.07165569899687463,512.260009765625,465.07767959594725,0.19199659990243312,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,JPM,32,0.05250240810152307,334.1400146484375,305.5416130065918,0.23923793660340326,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,ORCL,33,0.043064651009378396,165.16000366210938,203.53288215637207,0.6758373373374913,0.4398899758752129,False,True,False,False,0.0,0.0,outside_top_10
2026-06-23,IBM,34,0.03608361368708124,264.94000244140625,270.62862365722657,0.5462166203897064,0.4398899758752129,False,True,False,False,0.0,0.0,outside_top_10
2026-06-23,AXP,35,0.0025306673142617697,337.7799987792969,336.3324104309082,0.24046280943750528,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,PM,36,0.0008935460968360065,178.69000244140625,164.89350303649903,0.33803853556563185,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,WFC,37,-0.010965930450236083,84.12999725341797,83.49823738098145,0.2792249818287737,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,BRK-B,38,-0.02324140700883437,492.80999755859375,490.1140997314453,0.12272695606871765,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,MCD,39,-0.027798981773146658,271.6600036621094,301.33861450195315,0.1880829130239409,0.4398899758752129,False,False,False,False,0.0,0.0,outside_top_10
2026-06-23,COST,40,-0.028523621115986386,957.6799926757812,955.9389730834961,0.20950165903837306,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,PG,41,-0.0729993863577515,150.86000061035156,147.30142959594727,0.22256947257453796,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,V,42,-0.07354504880923685,328.4800109863281,327.7376510620117,0.24946666598831957,0.4398899758752129,True,False,False,False,0.0,0.0,outside_top_10
2026-06-23,MSFT,43,-0.08760114117699147,373.94000244140625,448.2270890808106,0.3314982514165809,0.4398899758752129,False,False,False,False,0.0,0.0,outside_top_10
2026-06-23,MA,44,-0.11574567499358934,488.07000732421875,532.580817565918,0.23492795623443263,0.4398899758752129,False,False,False,False,0.0,0.0,outside_top_10
2026-06-23,HD,45,-0.11862281420798881,324.45001220703125,352.9787275695801,0.28054642205469066,0.4398899758752129,False,False,False,False,0.0,0.0,outside_top_10
2026-06-23,META,46,-0.1410323526332321,562.2000122070312,651.9256677246094,0.4398899758752129,0.4398899758752129,False,False,False,False,0.0,0.0,outside_top_10
2026-06-23,TMUS,47,-0.19808712256159744,184.57000732421875,204.41334274291992,0.2863014761687475,0.4398899758752129,False,False,False,False,0.0,0.0,outside_top_10
2026-06-23,CRM,48,-0.29509214591662425,153.4199981689453,214.26994804382323,0.5005208633351679,0.4398899758752129,False,True,False,False,0.0,0.0,outside_top_10
2026-06-23,NFLX,49,-0.3576426467179923,72.81999969482422,97.83174991607666,0.3351894124696317,0.4398899758752129,False,False,False,False,0.0,0.0,outside_top_10
